year,season,district,taluka,col_count,sno,revenue_circle,insurance_units,farmers,app_loanee,app_non_loanee,area_insured_hect,farmers_premium_rs,state_premium_rs,goi_premium_rs,gross_premium_rs,sum_insured_rs,gender_male,gender_female,gender_others,cat_sc,cat_st,cat_obc,cat_gen,farmer_marginal,farmer_small,farmer_others,claim_prevented_sowing,claim_localized,claim_midterm,claim_yield_based,claim_post_harvest,claim_wbcis,claim_total
2021,Kharif,Yavatmal,Digras,29,5,Tuptakli,1,1709,2470,1152,2888.69,3849790.95,5460870.81,5460870.81,14771532.57,113755673.21,2835,787,0,86,127,2127,1282,737,2593,292,0,83,0,2,6,0,91
2021,Kharif,Yavatmal,Ghatanji,29,1,Ghatanji,1,663,623,894,1131.37,1327732.67,2184135.16,2184135.16,5696002.99,42599805.85,1138,379,0,37,27,1155,298,105,1237,175,0,7,0,11,2,0,20
2021,Kharif,Yavatmal,Ghatanji,29,2,Ghoti,1,1053,1295,1592,1885.83,2233443.05,3453362.44,3453362.44,9140167.93,68684002.65,2212,675,0,175,167,1424,1121,281,2129,477,0,21,0,0,4,0,25
2021,Kharif,Yavatmal,Ghatanji,29,3,Kurli,1,1582,1705,2318,2541.91,3062279.07,4722487.81,4722487.81,12507254.69,94326305.4,3064,959,0,150,244,2208,1421,186,3375,462,0,12,0,0,3,0,15
2021,Kharif,Yavatmal,Ghatanji,29,4,Prawa,1,2093,708,5738,3966.88,3677238.22,7715455.86,7715455.86,19108149.94,137368350.2,4678,1768,0,448,324,3709,1965,671,5493,282,0,37,0,0,29,0,66
2021,Kharif,Yavatmal,Ghatanji,29,5,SakhraKhurd,1,1017,886,1777,1921.62,2154205.68,3659317.18,3659317.18,9472840.04,70364223,2088,573,2,60,237,1875,491,252,2094,317,0,12,0,0,3,0,15
2021,Kharif,Yavatmal,Ghatanji,29,6,Shiroli,1,1619,1436,3046,2747.11,3181543.26,5238723.49,5238723.49,13658990.24,101556923.4,3415,1067,0,291,245,2875,1071,256,3654,572,0,16,0,0,6,0,22
2021,Kharif,Yavatmal,Ghatanji,29,7,Shivni,1,1002,684,1930,1665.06,1742684.35,3283189.07,3283189.07,8309062.49,60722418.85,1953,654,7,49,166,1316,1083,150,2341,123,0,25,0,0,9,0,34
2021,Kharif,Yavatmal,Kalamb,29,1,Jodmoha,1,543,889,569,1001.19,1192661.8,1927340.95,1927340.95,5047343.70,37712678.8,1148,310,0,133,192,775,358,87,1034,337,0,17,0,12,4,0,33
2021,Kharif,Yavatmal,Kalamb,29,2,Kalamb,1,773,1799,325,1541.02,2100147.24,2745689,2745689,7591525.24,58418083.05,1619,498,7,260,179,1189,496,49,1397,678,0,12,0,0,4,0,16
2021,Kharif,Yavatmal,Kalamb,29,3,Kotha,1,771,1524,348,1362.04,1826268.06,2561798.96,2561798.96,6949865.98,52838002.1,1491,381,0,185,174,1122,391,41,1250,581,0,17,0,0,4,0,21
2021,Kharif,Yavatmal,Kalamb,29,4,Metikheda,1,672,1177,497,1165.86,1495402.41,2212000.27,2212000.27,5919402.95,45002582.95,1259,414,1,102,211,846,515,80,1221,373,0,24,0,8,2,0,34
2021,Kharif,Yavatmal,Kalamb,29,5,Pimpalgaon(Ruikar),1,712,1684,293,1362.82,1851094.2,2507945.59,2507945.59,6866985.38,52432774.59,1535,442,0,148,129,1242,458,45,1357,575,0,17,0,0,5,0,22
2021,Kharif,Yavatmal,Kalamb,29,6,Sawargaon,1,1037,3084,389,1912.93,2363603.32,3602144.39,3602144.39,9567892.10,71760266.1,2784,689,0,297,174,2312,690,65,2493,915,0,21,0,0,3,0,24
2021,Kharif,Yavatmal,Kelapur,29,1,Chalbardi,1,1323,1122,1691,2573.5,3217442.58,5136502.19,5136502.19,13490446.96,101621148.95,2011,802,0,52,265,1662,834,189,2511,113,0,54,0,0,22,0,76
2021,Kharif,Yavatmal,Kelapur,29,2,Kelapur,1,1143,923,1548,1970.46,2399743.48,3943159.83,3943159.83,10286063.14,76906295.51,1887,584,0,57,254,1328,832,118,2229,124,0,72,0,1,4,0,77
2021,Kharif,Yavatmal,Kelapur,29,3,Kranji,1,869,1981,440,1687.25,2562850.51,2969468.94,2969468.94,8501788.39,66412583.01,1873,548,0,105,356,1502,458,108,2190,123,0,42,0,0,8,0,50
2021,Kharif,Yavatmal,Kelapur,29,4,Pahapal,1,1193,1192,1349,2209.98,2686026.54,4462145.82,4462145.82,11610318.18,86409260.6,1841,700,0,27,222,1925,367,193,2198,150,0,59,0,0,7,0,66
2021,Kharif,Yavatmal,Kelapur,29,5,Pandharkawada,1,840,1078,864,1466.31,1923847.15,2846838.2,2846838.2,7617523.55,57682734.35,1394,548,0,71,237,1005,629,106,1749,87,0,39,0,0,3,0,42
2021,Kharif,Yavatmal,Kelapur,29,6,Patanbori,1,1244,542,2224,2477.75,3016470.83,4923451.25,4923451.25,12863373.33,96536184.39,2003,763,0,67,275,1486,938,339,2334,93,0,67,0,0,38,0,105
2021,Kharif,Yavatmal,Kelapur,29,7,Runza,1,1862,2005,3441,3331.23,3935372.19,6761141.38,6761141.38,17457654.95,127323475.01,3935,1511,0,220,825,2291,2110,352,4923,171,0,49,0,4,14,0,67
2021,Kharif,Yavatmal,Mahagaon,29,1,Fulsawangi,1,932,675,1124,1400.11,1409194.17,2973074.36,2973074.36,7355342.89,53893950.84,1407,392,0,77,65,524,1133,109,1639,51,0,49,0,3,2,0,54
2021,Kharif,Yavatmal,Mahagaon,29,2,Gunj,1,1451,462,2353,2028.85,1900748,4286016.53,4286016.53,10472781.06,76074029.5,2247,568,0,95,11,976,1733,220,2438,157,0,80,0,27,1,0,108
2021,Kharif,Yavatmal,Mahagaon,29,3,Hivra,1,1432,184,2754,2210.15,2310869.34,4653517.23,4653517.23,11617903.80,85095509.95,2235,703,0,41,55,698,2144,192,2611,135,0,119,0,20,4,0,143
2021,Kharif,Yavatmal,Mahagaon,29,4,KaliDoulatkhan,1,1063,249,2474,1632.54,1860890.57,3230371.77,3230371.77,8321634.11,61841963.25,2127,596,0,153,197,1088,1285,184,2388,151,0,76,0,18,2,0,96
2021,Kharif,Yavatmal,Mahagaon,29,5,Kasola,1,1031,129,1785,1483.63,1433698.32,3200622.58,3200622.58,7834943.48,56799090.7,1541,373,0,86,61,820,947,139,1713,62,0,43,0,12,3,0,58
2021,Kharif,Yavatmal,Mahagaon,29,6,Mahagaon,1,1835,283,3978,2680.5,2514779.28,5554557.08,5554557.08,13623893.44,98704978.9,3212,1049,0,123,197,933,3008,234,3948,79,0,130,0,13,3,0,146
2021,Kharif,Yavatmal,Mahagaon,29,7,Morath,1,1838,237,4289,2560.38,2582843.39,5163748.52,5163748.52,12910340.43,94833191.4,3518,1008,0,170,221,1542,2593,93,4338,95,0,141,0,13,4,0,158
2021,Kharif,Yavatmal,Maregaon,29,1,Botoni,1,830,2302,60,1768.83,2540726.68,3114141.07,3114141.07,8769008.82,67823816.75,1957,405,0,71,249,1852,190,210,1632,520,0,68,0,11,10,0,89
2021,Kharif,Yavatmal,Maregaon,29,2,Kumbha,1,1414,3886,68,2464.94,3699745.53,4304762.58,4304762.58,12309270.69,95328012.8,3352,602,0,94,376,3189,295,194,2665,1095,0,52,0,0,6,0,58
2021,Kharif,Yavatmal,Maregaon,29,3,Mardi,1,1377,3718,62,2415.17,3616079.09,4246261.53,4246261.53,12108602.15,94489346.9,3191,581,8,120,201,3175,284,144,3035,601,0,69,0,54,15,0,138
2021,Kharif,Yavatmal,Maregaon,29,4,Maregaon,1,1366,4020,80,2361.8,3562627.76,4062603.14,4062603.14,11687834.04,91074825.81,3403,697,0,156,204,3371,369,490,3095,515,0,80,0,0,13,0,93
2021,Kharif,Yavatmal,Maregaon,29,5,Wanoja,1,1008,2816,41,1744.56,2752647,2931780.06,2931780.06,8616207.12,68128231.96,2465,386,6,67,95,2392,303,241,2124,492,0,66,0,15,5,0,86
2021,Kharif,Yavatmal,Ner,29,1,Malkhed,1,1858,1050,2359,3303.62,3132030.01,7510495.64,7510495.64,18153021.29,129597228.75,2605,804,0,428,82,1933,966,191,3051,167,0,130,0,44,9,0,183
2021,Kharif,Yavatmal,Ner,29,2,Manikwada,1,2152,698,4577,3771.06,3120067.66,8333911.38,8333911.38,19787890.42,138641106.61,4179,1090,6,432,67,3721,1055,316,4722,237,0,105,0,59,19,0,183
2021,Kharif,Yavatmal,Ner,29,3,Mozar,1,2772,1476,5285,4649.01,3646844.99,10019617.13,10019617.13,23686079.25,165988140.01,5180,1578,3,725,87,3510,2439,365,6119,277,0,163,0,96,21,0,280
2021,Kharif,Yavatmal,Ner,29,4,Ner,1,1850,1300,2889,3148.56,2662085.86,6992378.38,6992378.38,16646842.62,117092703.55,3337,852,0,405,43,2138,1603,254,3713,222,0,115,0,50,19,0,184
2021,Kharif,Yavatmal,Ner,29,5,Shirajgaon,1,3809,2508,7710,6991.26,5254578.92,14974376.63,14974376.63,35203332.18,243865208.37,8237,1978,3,1330,250,6391,2247,960,8998,260,0,211,0,189,19,0,419
2021,Kharif,Yavatmal,Ner,29,6,Watfali,1,2199,726,4024,4075.31,3276962.28,9479235.62,9479235.62,22235433.52,154649533.22,3644,1106,0,932,58,2209,1551,417,4090,243,0,130,0,46,24,0,200
2021,Kharif,Yavatmal,Pusad,29,1,BeloraBu.,1,3653,169,7791,6305.08,5258749.67,14908669.67,14908669.67,35076089.01,247080848.26,6325,1629,6,463,346,5304,1847,451,7049,460,0,278,0,5,37,0,320
2021,Kharif,Yavatmal,Pusad,29,2,BoriKh.,1,1724,176,4230,2607.96,2451870.66,5402797.84,5402797.84,13257466.34,96019781.44,3403,1003,0,227,344,2255,1580,130,4107,169,0,67,0,26,3,0,96
2021,Kharif,Yavatmal,Pusad,29,3,Bramhangaon,1,3653,195,6980,6220.78,4950939.35,14693412.13,14693412.13,34337763.61,241580887.69,5842,1333,0,224,842,4178,1931,380,6522,273,0,131,0,26,2,0,159
2021,Kharif,Yavatmal,Pusad,29,4,GoulKhurd,1,2822,768,5932,4145.22,4060631.83,8689163.05,8689163.05,21438957.93,156166848.46,5195,1505,0,416,1296,2829,2159,264,6204,232,0,152,0,49,17,0,218
2021,Kharif,Yavatmal,Pusad,29,5,JambBazar,1,3120,367,5148,4578.38,3791708.99,10643179.92,10643179.92,25078068.83,177795045.08,4349,1163,3,220,279,2590,2426,242,5018,255,0,161,0,18,7,0,186
2021,Kharif,Yavatmal,Pusad,29,6,Khandala,1,2481,53,5118,4217.59,3635994.45,9568430.69,9568430.69,22772855.83,162434782.5,4134,1036,1,485,1074,2302,1310,302,4705,164,0,221,0,34,17,0,272
2021,Kharif,Yavatmal,Pusad,29,7,Pusad,1,1285,189,1926,1914.59,1623990.27,4461853.64,4461853.64,10547697.55,75023722.8,1610,504,1,92,27,938,1058,126,1855,134,0,79,0,158,8,0,245
2021,Kharif,Yavatmal,Pusad,29,8,Shembalpimpri,1,2395,35,5453,3510.56,2920187.81,7655771.52,7655771.52,18231730.85,130258288.56,4317,1171,0,857,645,1703,2283,161,5181,146,0,157,0,250,6,0,413
2021,Kharif,Yavatmal,Pusad,29,9,Warud,1,1924,374,3807,2808.84,2682652.89,6127454.89,6127454.89,14937562.67,108025672.4,3235,946,0,242,578,1529,1832,258,3751,172,0,103,0,26,6,0,135
2021,Kharif,Yavatmal,Wani,29,1,Bhalar,1,275,412,24,496.95,893927.7,743781.73,743781.73,2381491.16,19779174.5,405,31,0,7,7,373,49,74,289,73,0,12,0,26,0,0,38
2021,Kharif,Yavatmal,Wani,29,2,Ganeshpur,1,547,1052,30,1078.17,1902673.16,1634133.2,1634133.2,5170939.56,42550146.35,945,136,1,8,13,968,93,93,743,246,0,16,0,0,1,0,17
2021,Kharif,Yavatmal,Wani,29,3,Kayar,1,442,463,418,875.06,1352824.03,1512469.73,1512469.73,4377763.49,34696282.7,775,106,0,15,13,813,40,97,641,143,0,21,0,1,4,0,26
2021,Kharif,Yavatmal,Wani,29,4,Punwat,1,508,1015,13,778.1,1315350.76,1237916.72,1237916.72,3791184.20,31016698.05,933,95,0,19,12,863,134,63,901,64,0,30,0,10,1,0,41
2021,Kharif,Yavatmal,Wani,29,5,Rajur,1,489,913,91,853.13,1423585.81,1363464.26,1363464.26,4150514.33,33639914.61,921,83,0,13,13,899,79,111,708,185,0,21,0,14,1,0,36
2021,Kharif,Yavatmal,Wani,29,6,Rasa,1,463,824,101,916.27,1555952.23,1458616.2,1458616.2,4473184.63,36077500.7,805,120,0,14,31,812,68,109,647,169,0,12,0,5,0,0,17
2021,Kharif,Yavatmal,Wani,29,7,Shindola,1,418,1015,46,701.38,1142525.57,1172172.74,1172172.74,3486871.05,27700870.13,929,132,0,17,14,981,49,85,919,57,0,3,0,5,0,0,8
2021,Kharif,Yavatmal,Wani,29,8,Shirpur,1,933,2033,117,1810.43,3073904.53,2895957.02,2895957.02,8865818.57,71751653.85,1889,261,0,8,28,1484,630,320,1630,200,0,62,0,42,4,0,108
2021,Kharif,Yavatmal,Wani,29,9,Wani,1,280,413,26,524.29,966394.27,761072.24,761072.24,2488538.75,20873901.25,385,54,0,1,8,379,51,101,248,90,0,14,0,1,0,0,15
2021,Kharif,Yavatmal,Yavatmal,29,1,AkolaBajar,1,921,2094,353,1557.62,1724756.42,3209430.51,3209430.51,8143617.44,59027138.99,1791,656,0,95,74,1053,1225,227,2158,62,0,9,0,18,2,0,29
2021,Kharif,Yavatmal,Yavatmal,29,2,Arjuna,1,405,525,404,759.02,899236.54,1475468.77,1475468.77,3850174.08,28541056.65,707,222,0,22,75,448,384,98,777,54,0,9,0,6,2,0,17
2021,Kharif,Yavatmal,Yavatmal,29,3,Hivri,1,793,965,442,1198.22,1260066.04,2552063.87,2552063.87,6364193.78,46592353.04,1091,316,0,71,31,657,648,34,1308,65,0,21,0,9,6,0,36
2021,Kharif,Yavatmal,Yavatmal,29,4,Kapra(Methad),1,476,421,521,877.14,903975.31,1902464.28,1902464.28,4708903.87,33745185.5,726,216,0,48,64,331,499,94,778,70,0,17,0,8,5,0,30
2021,Kharif,Yavatmal,Yavatmal,29,5,Kolambi,1,507,1071,185,864.73,1067067.4,1681795.82,1681795.82,4430659.04,32990077.09,888,368,0,71,122,553,510,155,1030,71,0,8,0,12,0,0,20
2021,Kharif,Yavatmal,Yavatmal,29,6,Lohara,1,68,107,21,128.85,168830.49,247950.07,247950.07,664730.63,5048410.5,107,21,0,2,7,60,59,17,95,16,0,3,0,1,0,0,4
2021,Kharif,Yavatmal,Yavatmal,29,7,Moha,1,112,183,48,291.75,306694.06,610509.58,610509.58,1527713.22,11138564.8,179,52,0,10,22,105,94,22,129,80,0,2,0,2,3,0,7
2021,Kharif,Yavatmal,Yavatmal,29,8,Savargad,1,288,549,130,555.18,701640.87,1085491.87,1085491.87,2872624.61,21518113.05,487,192,0,32,83,330,234,139,444,96,0,3,0,8,1,0,12
2021,Kharif,Yavatmal,Yavatmal,29,9,Yavatmal,1,181,240,62,415.54,415783.63,905554.37,905554.37,2226892.37,16150107.95,238,64,0,13,12,154,123,103,102,97,0,3,0,2,0,0,5
2021,Kharif,Yavatmal,Yavatmal,29,10,Yelabara,1,730,1113,516,1446.18,1589390.62,3037774.8,3037774.8,7664940.22,55991749.96,1293,336,0,55,93,1004,477,154,1311,164,0,26,0,9,10,0,45
2021,Kharif,Yavatmal,Zari-Jamani,29,1,Khadakdhoa,1,425,925,157,826.36,1271023.18,1437560.57,1437560.57,4146144.32,32420173.05,887,195,0,27,114,819,122,225,666,191,0,15,0,42,2,0,59
2021,Kharif,Yavatmal,Zari-Jamani,29,2,Matharjun,1,550,538,649,998.03,1347614.43,1884813.87,1884813.87,5117242.17,39109448.19,927,260,0,7,88,818,274,108,872,207,0,16,0,23,9,0,48
2021,Kharif,Yavatmal,Zari-Jamani,29,3,Mukutban,1,653,901,359,1157.05,1757246.09,2024198.4,2024198.4,5805642.89,45984041.79,1076,184,0,25,12,1005,218,258,776,226,0,7,0,113,2,0,122
2021,Kharif,Yavatmal,Zari-Jamani,29,4,Shibla,1,353,579,239,619.81,824613.98,1151913.77,1151913.77,3128441.52,23863505.8,635,183,0,29,247,393,149,22,644,152,0,6,0,66,2,0,74
2021,Kharif,Yavatmal,Zari-Jamani,29,5,Zari,1,822,1302,334,1545.81,2478467.65,2582866.87,2582866.87,7644201.39,61394342.2,1292,344,0,24,71,898,643,212,909,515,0,14,0,69,3,0,86
2022,Kharif,Yavatmal,Darwha,29,1,BoriKhu.,1,2298,23,4794,4077.8,4415124.6,10950120.27,10950120.27,26315365.14,181195079.31,3748,1065,4,267,30,2429,2091,267,4448,102,0,255,0,9,18,0,282
2022,Kharif,Yavatmal,Darwha,29,2,Chikhali,1,2957,14,7491,4933.83,5261461.98,11412175.11,11412175.11,28085812.20,206182237.49,5895,1610,0,381,71,3922,3131,293,7096,116,0,298,0,19,16,0,333
2022,Kharif,Yavatmal,Darwha,29,3,DarwhaKhand1,1,2873,142,7790,4516.71,5112935.95,10563043.2,10563043.2,26239022.35,191141238.48,6213,1719,0,212,80,2613,5027,329,7380,223,0,267,0,14,10,0,291
2022,Kharif,Yavatmal,Darwha,29,4,Ladkhed,1,1681,34,3223,2823.69,3501325.42,7127454.14,7127454.14,17756233.70,126770914.12,2586,669,2,143,67,1690,1357,193,2979,85,0,172,0,18,5,0,195
2022,Kharif,Yavatmal,Darwha,29,5,Lohi,1,3384,51,6971,5569.39,6077913.02,13913084.52,13913084.52,33904082.06,241669253.51,5459,1560,3,605,54,3700,2663,539,6287,196,0,347,0,34,16,0,397
2022,Kharif,Yavatmal,Darwha,29,6,Mahagaon,1,2774,63,6687,4473.44,5489146.17,10551012.32,10551012.32,26591170.81,194456298.04,5199,1551,0,269,185,2896,3400,215,6419,116,0,283,0,19,12,0,314
2022,Kharif,Yavatmal,Darwha,29,7,Mangkinhi,1,3246,25,8092,5367.72,5735353.33,12578227.46,12578227.46,30891808.25,226325856.33,6210,1902,5,439,283,2448,4947,281,7643,193,0,515,0,34,35,0,584
2022,Kharif,Yavatmal,Digras,29,1,Digras,1,1612,874,2400,2639.04,3542915.12,6413205.25,6413205.25,16369325.62,119172484.85,2570,702,2,61,86,1589,1538,282,2925,67,0,156,0,1,7,0,164
2022,Kharif,Yavatmal,Digras,29,2,Kalgaon,1,3060,4193,2000,4805.88,7431150.52,10356957.9,10356957.9,28145066.32,220261334.07,4843,1350,0,120,104,1476,4493,1881,3948,364,0,377,0,1,11,0,389
2022,Kharif,Yavatmal,Digras,29,3,Singad,1,1595,1759,1581,2358.15,3534645.61,5229587.12,5229587.12,13993819.85,107576242.48,2636,704,0,38,178,1173,1951,657,2632,51,0,160,0,1,5,0,166
2022,Kharif,Yavatmal,Digras,29,4,Tivri,1,3379,3411,3597,5517.64,8654294.25,11731582.21,11731582.21,32117458.67,252039854.14,5459,1544,5,55,184,3171,3598,1984,4829,195,0,392,0,4,6,0,402
2022,Kharif,Yavatmal,Digras,29,5,Tuptakli,1,2131,2570,1934,3392.31,5133166.18,7438466.07,7438466.07,20010098.32,154588009.25,3571,933,0,55,49,2216,2184,777,3432,295,0,265,0,1,5,0,271
2022,Kharif,Yavatmal,Kalamb,29,1,Jodmoha,1,812,35,1894,1643.77,2257770.08,3694617.89,3694617.89,9647005.86,71985555.35,1478,451,0,145,149,1227,408,131,1629,169,0,115,0,51,2,0,168
2022,Kharif,Yavatmal,Kalamb,29,2,Kalamb,1,705,22,1537,1302.45,1908607.73,2841921.95,2841921.95,7592451.63,57133762.83,1196,363,0,180,82,896,401,54,1352,153,0,95,0,30,10,0,135
2022,Kharif,Yavatmal,Kalamb,29,3,Kotha,1,900,155,1699,1526.52,1953088.93,3785861.98,3785861.98,9524812.89,67618906.01,1473,381,0,170,83,1260,341,31,1602,221,0,91,0,45,7,0,143
2022,Kharif,Yavatmal,Kalamb,29,4,Metikheda,1,894,66,2151,1702.28,2364513.62,3825300.68,3825300.68,10015114.98,74462867.25,1658,559,0,128,152,1182,755,134,1864,219,0,128,0,67,6,0,201
2022,Kharif,Yavatmal,Kalamb,29,5,Pimpalgaon(Ruikar),1,885,243,1664,1640.78,2378144.34,3715184.41,3715184.41,9808513.16,72667904.98,1486,421,0,139,89,1151,528,41,1639,227,0,122,0,63,8,0,193
2022,Kharif,Yavatmal,Kalamb,29,6,Sawargaon,1,981,57,2054,1698.54,2355550.35,3912410.95,3912410.95,10180372.25,74967482.43,1611,498,2,137,72,1527,375,71,1872,168,0,128,0,66,7,0,201
2022,Kharif,Yavatmal,Kelapur,29,1,Chalbardi,1,1548,733,2387,2966.13,4406287.12,6686368.15,6686368.15,17779023.42,134604183.67,2214,906,0,76,315,1917,812,232,2763,125,0,119,0,58,26,0,203
2022,Kharif,Yavatmal,Kelapur,29,2,Kelapur,1,1684,575,2798,2811.05,4626379.62,5714127.55,5714127.55,16054634.72,127368158.66,2592,781,0,98,344,1709,1222,182,3047,144,0,248,0,46,24,0,318
2022,Kharif,Yavatmal,Kelapur,29,3,Kranji,1,1460,1548,1375,2651.35,4906669.91,4655064.72,4655064.72,14216799.35,120916584.28,2244,677,2,122,384,1865,552,143,2623,157,0,132,0,77,7,0,216
2022,Kharif,Yavatmal,Kelapur,29,4,Pahapal,1,1621,684,2551,2888.58,4602971.2,6060623.47,6060623.47,16724218.14,130839610.39,2289,944,2,34,336,2436,429,232,2840,163,0,152,0,91,26,0,269
2022,Kharif,Yavatmal,Kelapur,29,5,Pandharkawada,1,1293,638,1979,2197.44,3483112.78,4646285.33,4646285.33,12775683.44,99696753.11,1883,734,0,72,308,1422,815,192,2341,84,0,129,0,29,11,0,169
2022,Kharif,Yavatmal,Kelapur,29,6,Patanbori,1,1599,360,2784,2985.6,4795956.95,6210162.1,6210162.1,17216281.15,135492823.06,2298,846,0,81,240,1793,1030,405,2627,112,0,152,0,57,23,0,232
2022,Kharif,Yavatmal,Kelapur,29,7,Runza,1,2091,1066,4223,3749.46,5707659.14,8120237.8,8120237.8,21948134.74,165907120.26,3776,1508,5,202,754,2171,2162,312,4803,174,0,255,0,126,26,0,407
2022,Kharif,Yavatmal,Mahagaon,29,1,Fulsawangi,1,2060,57,4020,2845.67,3402317.71,7314600.54,7314600.54,18031518.79,127909260.45,3127,950,0,226,143,1512,2196,159,3856,62,0,335,0,90,7,0,432
