district,taluka,revenue_circle,lat,lon,year,ET_mean_mm8d,ET_anom_mm8d,SMAP_sm_mean,SMAP_sm_anom,SAR_VH_mean_dB,SAR_CR_mean_dB
Yavatmal,Arni,Borgaon,20.5209133,78.0791852,2023,20.501895592033794,-0.9271329947370924,0.3059411085996014,-0.0146842986453683,-17.27493306379949,-8.541622693921656
Yavatmal,Arni,Borgaon,20.5209133,78.0791852,2024,21.12057954152776,-0.308449045243121,0.3337729873469044,0.0131475801019347,-16.593750111459485,-8.275885462229036
Yavatmal,Arni,Borgaon,20.5209133,78.0791852,2025,22.46952385214133,1.040495265370454,0.3223178329169791,0.0016924256720094,-16.544348560005776,-8.504420491119468
Yavatmal,Arni,Jawala,20.1470926,77.9561519,2018,,,0.3092156193224989,-0.0105375679129649,-16.453760369166336,-8.003435251561575
Yavatmal,Arni,Jawala,20.1470926,77.9561519,2019,,,0.3077371232791984,-0.0120160639562655,-16.657630132125767,-8.47951949233392
Yavatmal,Arni,Jawala,20.1470926,77.9561519,2020,,,0.3306826453486778,0.0109294581132138,-15.463147989441982,-7.911125222764168
Yavatmal,Arni,Jawala,20.1470926,77.9561519,2021,21.73556979934178,-0.1271511300652638,0.3299677063243803,0.0102145190889164,-15.547532981525466,-7.802285300816203
Yavatmal,Arni,Jawala,20.1470926,77.9561519,2022,21.764563862928338,-0.0981570664787034,0.3268907993020006,0.0071376120665367,-16.392017187336428,-8.427601599977187
Yavatmal,Arni,Jawala,20.1470926,77.9561519,2023,21.197997474657832,-0.6647234547492159,0.3061086257315721,-0.0136445615038917,-16.61906771001605,-8.237535783691287
Yavatmal,Arni,Jawala,20.1470926,77.9561519,2024,22.055401595326583,0.1926806659195432,0.3289351613084526,0.0091819740729885,-15.892113264435716,-8.120226573474536
Yavatmal,Arni,Jawala,20.1470926,77.9561519,2025,22.82804828575918,0.9653273563521474,0.3279937702767091,0.0082405830412452,-16.243066089577617,-8.53321750587071
Yavatmal,Arni,Lonbehel,20.0538582,77.9942367,2018,,,0.3110381955672069,-0.0106291762236124,-16.04631396216967,-8.046925825414059
Yavatmal,Arni,Lonbehel,20.0538582,77.9942367,2019,,,0.3096530613255736,-0.0120143104652458,-16.150573305688923,-8.49352418955312
Yavatmal,Arni,Lonbehel,20.0538582,77.9942367,2020,,,0.3313831312015619,0.0097157594107424,-15.320760562760569,-7.981458644107534
Yavatmal,Arni,Lonbehel,20.0538582,77.9942367,2021,21.607952703347,0.0558627473613942,0.3323278645614134,0.0106604927705941,-15.219471763388398,-7.805293816825289
Yavatmal,Arni,Lonbehel,20.0538582,77.9942367,2022,21.464731201593494,-0.0873587543920994,0.3308391436493876,0.0091717718585681,-15.91871788995795,-8.317581062730675
Yavatmal,Arni,Lonbehel,20.0538582,77.9942367,2023,20.685237361545372,-0.866852594440235,0.3076215398478816,-0.0140458319429378,-16.143206026702952,-8.452562295505338
Yavatmal,Arni,Lonbehel,20.0538582,77.9942367,2024,21.546535560317785,-0.0055543956678196,0.3291558713692439,0.0074884995784246,-15.591870297827194,-8.284775389625475
Yavatmal,Arni,Lonbehel,20.0538582,77.9942367,2025,22.64824017706132,1.096150221075717,0.3321359291096543,0.0104685573188349,-15.657683000089152,-8.598960115650769
Yavatmal,Arni,Sawali,20.3368205,77.8598285,2018,,,0.3103901406371634,-0.0061985936087728,-16.89118998584256,-8.01114707012082
Yavatmal,Arni,Sawali,20.3368205,77.8598285,2019,,,0.3089890380545384,-0.0075996961913977,-17.176530939160838,-8.503474263869892
Yavatmal,Arni,Sawali,20.3368205,77.8598285,2020,,,0.3263913420082898,0.0098026077623535,-15.60151507155324,-7.721535712385029
Yavatmal,Arni,Sawali,20.3368205,77.8598285,2021,21.52514155207688,-0.1253552136991862,0.3291854884727769,0.0125967542268406,-15.960363501594738,-7.736171105598295
Yavatmal,Arni,Sawali,20.3368205,77.8598285,2022,21.80720554260308,0.1567087768270011,0.3206120974768687,0.0040233632309324,-16.695123021054556,-8.281334344819264
Yavatmal,Arni,Sawali,20.3368205,77.8598285,2023,20.814854641480704,-0.8356421242953703,0.3043485115614526,-0.0122402226844837,-17.161765155724947,-8.335031047979449
Yavatmal,Arni,Sawali,20.3368205,77.8598285,2024,21.421091948122186,-0.2294048176538795,0.3266801920029144,0.0100914577569782,-16.744988447558228,-8.111164312953484
Yavatmal,Arni,Sawali,20.3368205,77.8598285,2025,23.083236878416717,1.432740112640644,0.3232131135444545,0.0066243792985182,-16.70613903960575,-8.388340084340308
Yavatmal,Babulgaon,Babhulgaon,20.55657,78.165693,2018,,,0.3135855926575035,-0.0106005655410298,-16.815974514845216,-8.145291917582908
Yavatmal,Babulgaon,Babhulgaon,20.55657,78.165693,2019,,,0.3256852890299512,0.0014991308314178,-17.119441232877055,-8.603095597309114
Yavatmal,Babulgaon,Babhulgaon,20.55657,78.165693,2020,,,0.3342245276562579,0.0100383694577245,-15.860174431450044,-8.020639445740208
Yavatmal,Babulgaon,Babhulgaon,20.55657,78.165693,2021,21.720644263778674,0.2488244342560246,0.3330609879471194,0.008874829748586,-16.12807170432036,-7.776906344241905
Yavatmal,Babulgaon,Babhulgaon,20.55657,78.165693,2022,21.460495844714977,-0.0113239848076765,0.3341336438802226,0.0099474856816891,-17.087979396363657,-8.416944919383045
Yavatmal,Babulgaon,Babhulgaon,20.55657,78.165693,2023,20.603757582103626,-0.8680622474190312,0.3102716141946199,-0.0139145440039133,-17.13461912983451,-8.269957875386522
Yavatmal,Babulgaon,Babhulgaon,20.55657,78.165693,2024,21.129115028583243,-0.3427048009393958,0.3377469093304176,0.0135607511318841,-16.813010408518405,-8.078034089000088
Yavatmal,Babulgaon,Babhulgaon,20.55657,78.165693,2025,22.727115821385215,1.2552959918625606,0.3263544384141176,0.0021682802155842,-16.643763098308074,-8.246514771444733
Yavatmal,Babulgaon,Gharfal,20.6557893,78.2077493,2018,,,0.3033168641563764,-0.0149066128499196,-17.03676151445643,-8.010914778218435
Yavatmal,Babulgaon,Gharfal,20.6557893,78.2077493,2019,,,0.3210823506240643,0.0028588736177683,-17.670709284205333,-8.627008736044463
Yavatmal,Babulgaon,Gharfal,20.6557893,78.2077493,2020,,,0.3317013027781874,0.0134778257718913,-16.123747133589802,-7.818332836458559
Yavatmal,Babulgaon,Gharfal,20.6557893,78.2077493,2021,21.857130649921007,-0.2009404032073778,0.3257377953046174,0.0075143182983212,-16.331880938785503,-7.715989069247008
Yavatmal,Babulgaon,Gharfal,20.6557893,78.2077493,2022,21.89761106915863,-0.1604599839697415,0.3313377462362643,0.0131142692299683,-17.61005512238659,-8.359235752870859
Yavatmal,Babulgaon,Gharfal,20.6557893,78.2077493,2023,21.443466510338517,-0.6146045427898617,0.3030929222705793,-0.0151305547357168,-17.5444180868199,-8.355222370593156
Yavatmal,Babulgaon,Gharfal,20.6557893,78.2077493,2024,21.980480261915872,-0.077590791212504,0.330017367803715,0.0117938907974189,-17.02599957581389,-8.160031712742008
Yavatmal,Babulgaon,Gharfal,20.6557893,78.2077493,2025,23.362150373100963,1.3040793199725762,0.3212830544992147,0.0030595774929186,-16.751566102200197,-8.01836939277296
Yavatmal,Babulgaon,Pahur,20.2346974,78.4025573,2018,,,0.3235455337636622,-0.0087940055838005,-15.06142151109804,-7.25226983976739
Yavatmal,Babulgaon,Pahur,20.2346974,78.4025573,2019,,,0.328973591612587,-0.0033659477348757,-15.727737976832302,-7.7055020423154925
Yavatmal,Babulgaon,Pahur,20.2346974,78.4025573,2020,,,0.3355924184450202,0.0032528790975577,-14.50159915471067,-7.3122836744508595
Yavatmal,Babulgaon,Pahur,20.2346974,78.4025573,2021,22.20241623510714,0.26476690804108,0.3517690308938966,0.0194294915464339,-14.671136917738828,-7.298505471182089
Yavatmal,Babulgaon,Pahur,20.2346974,78.4025573,2022,21.584123979154494,-0.3535253479115624,0.3386702445233909,0.0063307051759283,-15.271969990947651,-7.590855473344488
Yavatmal,Babulgaon,Pahur,20.2346974,78.4025573,2023,20.909914784120605,-1.027734542945466,0.3161415408668553,-0.0161979984806074,-15.4469763380521,-7.499938313009684
Yavatmal,Babulgaon,Pahur,20.2346974,78.4025573,2024,22.080208045315608,0.1425587182495487,0.343593514575222,0.0112539752277593,-14.950969297776934,-7.348216647961201
Yavatmal,Babulgaon,Pahur,20.2346974,78.4025573,2025,23.114769423914744,1.17712009684868,0.3365604789711002,0.0042209396236375,-14.99206730186699,-7.482762851497427
Yavatmal,Babulgaon,Sawar,20.4971014,78.0682704,2018,,,0.3133497643782738,-0.0070343864049113,-16.657564447010532,-8.137304282907483
Yavatmal,Babulgaon,Sawar,20.4971014,78.0682704,2019,,,0.3193156423014717,-0.0010685084817135,-16.94908666162692,-8.57477683904506
Yavatmal,Babulgaon,Sawar,20.4971014,78.0682704,2020,,,0.3317465499375008,0.0113623991543155,-15.458410493461807,-7.86769816271709
Yavatmal,Babulgaon,Sawar,20.4971014,78.0682704,2021,21.52868544122364,0.0685459621939723,0.3304619177971087,0.0100777670139234,-15.756132870816591,-7.844601279559131
Yavatmal,Babulgaon,Sawar,20.4971014,78.0682704,2022,21.623271975267816,0.1631324962381539,0.3263527108619005,0.0059685600787152,-16.9197535353283,-8.524700434397966
Yavatmal,Babulgaon,Sawar,20.4971014,78.0682704,2023,20.62468530199323,-0.8354541770364321,0.3061982510255321,-0.014185899757653,-17.07241439808357,-8.37451214595357
Yavatmal,Babulgaon,Sawar,20.4971014,78.0682704,2024,21.294053121371615,-0.1660863576580457,0.332746011078445,0.0123618602952597,-16.406325609808956,-8.089008934685058
Yavatmal,Babulgaon,Sawar,20.4971014,78.0682704,2025,22.536573340858403,1.0764338618287403,0.3220744153775156,0.0016902645943302,-16.34360993466874,-8.363234339245412
Yavatmal,Babulgaon,Weni,20.5330302,78.2586408,2018,,,0.3107023219953381,-0.0124570342251544,-17.10059831205275,-8.029436448481682
Yavatmal,Babulgaon,Weni,20.5330302,78.2586408,2019,,,0.3274904177504798,0.0043310615299871,-17.666964911365405,-8.413981607859046
Yavatmal,Babulgaon,Weni,20.5330302,78.2586408,2020,,,0.3326353707407436,0.0094760145202509,-16.44207880768953,-7.820387728031616
Yavatmal,Babulgaon,Weni,20.5330302,78.2586408,2021,20.899776211396464,-0.0517677299334144,0.3346872189876309,0.0115278627671382,-16.321156923440313,-7.663777603145104
Yavatmal,Babulgaon,Weni,20.5330302,78.2586408,2022,21.19430983789148,0.2427658965616006,0.3316979730268852,0.0085386168063925,-17.511951083825096,-8.351940904252494
Yavatmal,Babulgaon,Weni,20.5330302,78.2586408,2023,20.13777851679415,-0.813765424535733,0.3091252428751466,-0.0140341133453461,-17.579188713229954,-8.11763254164948
Yavatmal,Babulgaon,Weni,20.5330302,78.2586408,2024,20.67552902875746,-0.2760149125724194,0.3375380227886193,0.0143786665681266,-17.21751143398004,-8.096058266944175
Yavatmal,Babulgaon,Weni,20.5330302,78.2586408,2025,22.10322355606342,1.1516796147335406,0.3261919139079048,0.0030325576874121,-17.07386388672436,-7.980876071377708
Yavatmal,Darwha,BoriKhu.,20.3248916,77.7779409,2018,,,0.3050017960983975,-0.0053093377376519,-16.84770657108028,-8.012553974753834
Yavatmal,Darwha,BoriKhu.,20.3248916,77.7779409,2019,,,0.3001308753566923,-0.0101802584793572,-17.192488283078877,-8.504360109935394
Yavatmal,Darwha,BoriKhu.,20.3248916,77.7779409,2020,,,0.3199701707221681,0.0096590368861184,-15.745433906437666,-7.847165619216987
Yavatmal,Darwha,BoriKhu.,20.3248916,77.7779409,2021,21.529113767410006,0.0332614728416831,0.3232626939962515,0.0129515601602019,-15.938636870462638,-7.712768436233797
Yavatmal,Darwha,BoriKhu.,20.3248916,77.7779409,2022,21.67791451281196,0.1820622182436242,0.3155119225186115,0.0052007886825618,-16.584339672204074,-8.18858260609376
Yavatmal,Darwha,BoriKhu.,20.3248916,77.7779409,2023,20.805381111608423,-0.6904711829599014,0.2977645662216442,-0.0125465676144055,-16.910348735837196,-8.124563359340858
Yavatmal,Darwha,BoriKhu.,20.3248916,77.7779409,2024,21.285961665043047,-0.2098906295252892,0.3231094561380823,0.0127983223020328,-16.433513979477866,-7.88792947573129
Yavatmal,Darwha,BoriKhu.,20.3248916,77.7779409,2025,22.64694926410572,1.1510969695373987,0.3169641125158187,0.0066529786797691,-16.439639122063053,-8.128958079663729
Yavatmal,Darwha,Chikhali,20.3852019,78.6251163,2018,,,0.3113454674317263,-0.0105682109668798,-16.177263017075003,-7.98192946870506
Yavatmal,Darwha,Chikhali,20.3852019,78.6251163,2019,,,0.3232794530785881,0.001365774679982,-16.981872843448475,-8.492674980508754
Yavatmal,Darwha,Chikhali,20.3852019,78.6251163,2020,,,0.3294776435281857,0.0075639651295795,-15.43761706610557,-8.067096427699145
Yavatmal,Darwha,Chikhali,20.3852019,78.6251163,2021,22.444769813048534,0.4282568200085092,0.3412512435858867,0.0193375651872804,-15.699372445858328,-7.770078698103425
Yavatmal,Darwha,Chikhali,20.3852019,78.6251163,2022,22.39610236447974,0.3795893714397252,0.3284126654944347,0.0064989870958286,-16.920187415965255,-8.324841400320466
Yavatmal,Darwha,Chikhali,20.3852019,78.6251163,2023,20.895314891171004,-1.121198101869018,0.3055070871301004,-0.0164065912685057,-16.752528270769997,-8.11068128332253
Yavatmal,Darwha,Chikhali,20.3852019,78.6251163,2024,21.933365101562934,-0.0831478914770739,0.3290335308093054,0.0071198524106992,-16.78956197294065,-8.084625098342684
Yavatmal,Darwha,Chikhali,20.3852019,78.6251163,2025,22.583491386496597,0.5669783934565739,0.3265056928012012,0.0045920144025949,-16.65821270891223,-8.177048829470849
Yavatmal,Darwha,DarwhaKhand1,20.3248916,77.7779409,2018,,,0.3050017960983975,-0.0053093377376519,-16.84770657108028,-8.012553974753834
Yavatmal,Darwha,DarwhaKhand1,20.3248916,77.7779409,2019,,,0.3001308753566923,-0.0101802584793572,-17.192488283078877,-8.504360109935394
Yavatmal,Darwha,DarwhaKhand1,20.3248916,77.7779409,2020,,,0.3199701707221681,0.0096590368861184,-15.745433906437666,-7.847165619216987
Yavatmal,Darwha,DarwhaKhand1,20.3248916,77.7779409,2021,21.529113767410006,0.0332614728416831,0.3232626939962515,0.0129515601602019,-15.938636870462638,-7.712768436233797
Yavatmal,Darwha,DarwhaKhand1,20.3248916,77.7779409,2022,21.67791451281196,0.1820622182436242,0.3155119225186115,0.0052007886825618,-16.584339672204074,-8.18858260609376
Yavatmal,Darwha,DarwhaKhand1,20.3248916,77.7779409,2023,20.805381111608423,-0.6904711829599014,0.2977645662216442,-0.0125465676144055,-16.910348735837196,-8.124563359340858
Yavatmal,Darwha,DarwhaKhand1,20.3248916,77.7779409,2024,21.285961665043047,-0.2098906295252892,0.3231094561380823,0.0127983223020328,-16.433513979477866,-7.88792947573129
Yavatmal,Darwha,DarwhaKhand1,20.3248916,77.7779409,2025,22.64694926410572,1.1510969695373987,0.3169641125158187,0.0066529786797691,-16.439639122063053,-8.128958079663729
Yavatmal,Darwha,Ladkhed,20.3465243,77.9162543,2018,,,0.3123494493211519,-0.0073430774411458,-17.18872064818123,-7.967880441105586
Yavatmal,Darwha,Ladkhed,20.3465243,77.9162543,2019,,,0.3138235455414566,-0.0058689812208411,-17.473621762776457,-8.46741772023586
Yavatmal,Darwha,Ladkhed,20.3465243,77.9162543,2020,,,0.3306297539537132,0.0109372271914154,-15.915624860581511,-7.561290931991466
Yavatmal,Darwha,Ladkhed,20.3465243,77.9162543,2021,21.31346928439729,-0.2254598833574697,0.3319430951672995,0.0122505684050016,-16.146826069913107,-7.558216444651467
Yavatmal,Darwha,Ladkhed,20.3465243,77.9162543,2022,21.546488414440603,0.0075592466858507,0.3232849919477459,0.0035924651854481,-17.080125306309313,-8.065928024927992
Yavatmal,Darwha,Ladkhed,20.3465243,77.9162543,2023,20.700371135325906,-0.8385580324288407,0.3073037032907413,-0.0123888234715564,-17.434113580810987,-8.206384156335496
Yavatmal,Darwha,Ladkhed,20.3465243,77.9162543,2024,21.40925200537052,-0.1296771623842361,0.3296036841881193,0.0099111574258215,-17.231904363363235,-8.015862567543097
Yavatmal,Darwha,Ladkhed,20.3465243,77.9162543,2025,23.112695096634997,1.573765928880236,0.3254636279218555,0.0057711011595578,-17.019459642191748,-8.283000082281951
Yavatmal,Darwha,Lohi,20.4368254,77.6607227,2018,,,0.3022855920308139,-0.0056719779531546,-16.012679737070417,-7.84399613002899
Yavatmal,Darwha,Lohi,20.4368254,77.6607227,2019,,,0.3048076077939995,-0.0031499621899689,-16.4000795762452,-8.7059473662013
Yavatmal,Darwha,Lohi,20.4368254,77.6607227,2020,,,0.3209413035798935,0.0129837335959249,-15.126299477427883,-7.931242372874764
Yavatmal,Darwha,Lohi,20.4368254,77.6607227,2021,21.133855627013645,-0.1846423764445387,0.3246303012539552,0.0166727312699865,-15.47530338541673,-7.829534320886522
Yavatmal,Darwha,Lohi,20.4368254,77.6607227,2022,21.4329118411723,0.1144138377141147,0.3101210679322714,0.0021634979483028,-16.174206747850704,-8.254694939765487
Yavatmal,Darwha,Lohi,20.4368254,77.6607227,2023,20.698742116458725,-0.6197558869994654,0.2906534437802462,-0.0173041262037222,-16.704554294992008,-8.486262229613478
Yavatmal,Darwha,Lohi,20.4368254,77.6607227,2024,21.25169687395042,-0.0668011295077689,0.3241997340770231,0.0162421640930545,-15.508348645335408,-7.969089430710949
Yavatmal,Darwha,Lohi,20.4368254,77.6607227,2025,22.508439214320365,1.189941210862182,0.3127316896443782,0.0047741196604097,-15.882358991435648,-8.178159197656743
Yavatmal,Darwha,Mahagaon,19.8336102,77.7582751,2018,,,0.3114006708692441,-0.0154963681435449,-16.466957174857324,-7.85317023123631
Yavatmal,Darwha,Mahagaon,19.8336102,77.7582751,2019,,,0.3168433175127126,-0.0100537215000764,-16.517965001294694,-8.336635782263723
Yavatmal,Darwha,Mahagaon,19.8336102,77.7582751,2020,,,0.3374146906075824,0.0105176515947935,-15.408840594048884,-7.855271443755007
Yavatmal,Darwha,Mahagaon,19.8336102,77.7582751,2021,21.621975864029817,0.2163318885448909,0.3397486870652469,0.012851648052458,-15.697490687265937,-7.652782026253278
Yavatmal,Darwha,Mahagaon,19.8336102,77.7582751,2022,21.454279578498053,0.0486356030131344,0.3391825360495179,0.0122854970367289,-15.818750078255508,-7.8418095370254
Yavatmal,Darwha,Mahagaon,19.8336102,77.7582751,2023,20.24060731661084,-1.165036658874076,0.3143887454788756,-0.0125082935339133,-16.15965889866711,-7.931438431818538
Yavatmal,Darwha,Mahagaon,19.8336102,77.7582751,2024,21.791738421684457,0.3860944461995317,0.3371151094361997,0.0102180704234107,-15.542919563457486,-7.763730255524722
Yavatmal,Darwha,Mahagaon,19.8336102,77.7582751,2025,22.116632589878055,0.7109886143931244,0.336970560665488,0.0100735216526989,-15.76805983239492,-7.879531388814637
Yavatmal,Darwha,Mangkinhi,20.3081668,77.6527297,2018,,,0.3053420075852879,-0.005040445173318,-16.065629988552566,-7.851422932586231
Yavatmal,Darwha,Mangkinhi,20.3081668,77.6527297,2019,,,0.3003412407690793,-0.0100412119895267,-16.6372534617249,-8.67972679614209
Yavatmal,Darwha,Mangkinhi,20.3081668,77.6527297,2020,,,0.3209261418748309,0.0105436891162249,-15.142023404038284,-7.949881216780192
Yavatmal,Darwha,Mangkinhi,20.3081668,77.6527297,2021,21.737876491831216,0.0705408916934933,0.3268884159501188,0.0165059631915127,-15.291539458036889,-7.900910146263645
Yavatmal,Darwha,Mangkinhi,20.3081668,77.6527297,2022,21.575095099396773,-0.092240500740942,0.3140444805981522,0.0036620278395462,-16.01418591557331,-8.183111832709942
Yavatmal,Darwha,Mangkinhi,20.3081668,77.6527297,2023,21.057635637582703,-0.6096999625550058,0.2947600015269963,-0.0156224512316098,-16.227250165476036,-8.268802173722008
Yavatmal,Darwha,Mangkinhi,20.3081668,77.6527297,2024,21.612060806650632,-0.0552747934870848,0.3285801423422895,0.0181976895836835,-15.455009154959502,-8.040113913013474
Yavatmal,Darwha,Mangkinhi,20.3081668,77.6527297,2025,22.68050749276859,1.0131718926308757,0.3166177819106734,0.0062353291520673,-15.61732471545563,-8.065842254970116
Yavatmal,Digras,Digras,20.0968334,77.7628184,2018,,,0.3079308054842373,-0.0104893998108796,-18.98324107932233,-8.268746335090636
Yavatmal,Digras,Digras,20.0968334,77.7628184,2019,,,0.3017447365534644,-0.0166754687416527,-18.695089907329056,-8.468769843726623
Yavatmal,Digras,Digras,20.0968334,77.7628184,2020,,,0.3271016236284313,0.0086814183333143,-17.69843984382773,-7.580601648318534
Yavatmal,Digras,Digras,20.0968334,77.7628184,2021,21.41131542792829,0.2496009481921149,0.3315097172963689,0.0130895120012519,-18.155262256077847,-7.421490089856247
Yavatmal,Digras,Digras,20.0968334,77.7628184,2022,21.333091080447872,0.171376600711702,0.327260177601391,0.0088399723062739,-18.275381480167688,-7.675179519576661
Yavatmal,Digras,Digras,20.0968334,77.7628184,2023,20.236376812049837,-0.925337667686331,0.3067694167155812,-0.0116507885795359,-18.742698306006297,-8.07677944894401
Yavatmal,Digras,Digras,20.0968334,77.7628184,2024,21.23001015471,0.0682956749738267,0.3314457493503868,0.0130255440552698,-18.19719292070075,-8.089701850230027
Yavatmal,Digras,Digras,20.0968334,77.7628184,2025,21.930005124513094,0.7682906447769262,0.3280138001929797,0.0095935948978627,-18.205771149338123,-8.063380606911638
Yavatmal,Digras,Kalgaon,20.044482,77.8344011,2018,,,0.3100873060622597,-0.0120947334601575,-16.465773553767722,-7.991948363116196
Yavatmal,Digras,Kalgaon,20.044482,77.8344011,2019,,,0.3075568033196085,-0.014625236202809,-16.79125511690952,-8.545212713015662
Yavatmal,Digras,Kalgaon,20.044482,77.8344011,2020,,,0.3303661666429969,0.0081841271205794,-15.50347005574216,-7.909525162044456
Yavatmal,Digras,Kalgaon,20.044482,77.8344011,2021,21.853801612911266,0.0956225967173217,0.3336008853915967,0.0114188458691792,-15.8395288085918,-7.776798320658683
Yavatmal,Digras,Kalgaon,20.044482,77.8344011,2022,21.84306647925287,0.0848874630589232,0.3327646736317897,0.0105826341093721,-16.290733086383362,-8.115612993583811
Yavatmal,Digras,Kalgaon,20.044482,77.8344011,2023,21.011734752402667,-0.7464442637912896,0.3098781190047972,-0.0123039205176202,-16.769098919385158,-8.250736513804181
Yavatmal,Digras,Kalgaon,20.044482,77.8344011,2024,21.759860503623305,0.0016814874293663,0.3328890653737832,0.0107070258513656,-16.043053716656924,-7.965275857655618
Yavatmal,Digras,Kalgaon,20.044482,77.8344011,2025,22.548513268863424,0.7903342526694822,0.3328088359616213,0.0106267964392039,-16.129027811117282,-8.153361492671992
Yavatmal,Digras,Singad,20.049508,77.6394969,2018,,,0.3095745496939144,-0.0102604828880861,-15.914603212181902,-7.872001283949129
Yavatmal,Digras,Singad,20.049508,77.6394969,2019,,,0.302146772407525,-0.0176882601744755,-16.184379926086674,-8.676230399297378
Yavatmal,Digras,Singad,20.049508,77.6394969,2020,,,0.3294901184843614,0.0096550859023609,-14.759976813903286,-7.943613427038891
Yavatmal,Digras,Singad,20.049508,77.6394969,2021,22.18659391369419,0.2983006235969063,0.3339295016264464,0.0140944690444458,-15.257438286382754,-7.989707362487904
Yavatmal,Digras,Singad,20.049508,77.6394969,2022,22.03136519220643,0.1430719021091425,0.3331592701297801,0.0133242375477795,-15.457090390139683,-8.135565732106807
Yavatmal,Digras,Singad,20.049508,77.6394969,2023,21.085527562983295,-0.8027657271139945,0.3076710412315848,-0.0121639913504157,-15.780507167356816,-8.279119976437915
Yavatmal,Digras,Singad,20.049508,77.6394969,2024,21.85973235220754,-0.0285609378897489,0.3371022758989537,0.0172672433169532,-15.16648367742775,-8.131564370193766
Yavatmal,Digras,Singad,20.049508,77.6394969,2025,22.634846345722128,0.7465530556248434,0.3315500936251116,0.011715061043111,-15.5035245910639,-8.274201849020884
Yavatmal,Digras,Tivri,20.0968334,77.7628184,2018,,,0.3079308054842373,-0.0104893998108796,-18.98324107932233,-8.268746335090636
Yavatmal,Digras,Tivri,20.0968334,77.7628184,2019,,,0.3017447365534644,-0.0166754687416527,-18.695089907329056,-8.468769843726623
Yavatmal,Digras,Tivri,20.0968334,77.7628184,2020,,,0.3271016236284313,0.0086814183333143,-17.69843984382773,-7.580601648318534
